0,0,0,357

1,0,0,383

2,0,0,380

3,0,0,367

4,0,0,383

5,0,0,344

6,0,0,336

7,0,0,344

8,0,0,336

9,0,0,352

10,0,0,383

11,0,0,336

12,0,0,360

13,0,0,344

14,0,0,368

15,0,0,352

16,0,0,344

17,0,0,399

18,0,0,383

19,0,0,352

20,0,0,380

21,0,0,431

22,0,0,352

23,0,0,360

24,0,0,360

25,0,0,360

26,0,0,364

27,0,0,364

28,0,0,360

29,0,0,360

30,0,0,415

31,0,0,447

32,0,0,384

33,0,0,447

34,0,0,384

35,0,0,368

36,0,0,376

37,0,0,403

38,0,0,388

39,0,0,384

40,0,0,384

41,0,0,431

42,0,0,384

43,0,0,431

44,0,0,420

45,0,0,431

46,0,0,396

47,0,0,405

48,0,0,388

49,0,0,447

50,0,0,388

51,0,0,447

52,0,0,384

53,0,0,463

54,0,0,388

55,0,0,447

56,0,0,431

57,0,0,412

58,0,0,437

59,0,0,392

60,0,0,388

61,0,0,392

62,0,0,392

63,0,0,392

64,0,0,392

65,0,0,392

66,0,0,392

67,0,0,408

68,0,0,416

69,0,0,392

70,0,0,427

71,0,0,447

72,0,0,409

73,0,0,400

74,0,0,400

75,0,0,396

76,0,0,447

77,0,0,400

78,0,0,463

79,0,0,447

80,0,0,404

81,0,0,400

82,0,0,400

83,0,0,404

84,0,0,416

85,0,0,408

86,0,0,479

87,0,0,479

88,0,0,404

89,0,0,408

90,0,0,408

91,0,0,416

92,0,0,416

93,0,0,416

94,0,0,408

95,0,0,428

96,0,0,428

97,0,0,412

98,0,0,420

99,0,0,416

100,0,0,463

101,0,0,479

102,0,0,471

103,0,0,479

104,0,0,416

105,0,0,436

106,0,0,424

107,0,0,420

108,0,0,428

109,0,0,495

110,0,0,495

111,0,0,416

112,0,0,424

113,0,0,432

114,0,0,416

115,0,0,432

116,0,0,420

117,0,0,416

118,0,0,424

119,0,0,479

120,0,0,463

121,0,0,436

122,0,0,432

123,0,0,436

124,0,0,432

125,0,0,432

126,0,0,432

127,0,0,479

128,0,0,436

129,0,0,448

130,0,0,460

131,0,0,436

132,0,0,448

133,0,0,448

134,0,0,448

135,0,0,471

136,0,0,511

137,0,0,487

138,0,0,448

139,0,0,460

140,0,0,448

141,0,0,495

142,0,0,511

143,0,0,448

144,0,0,507

145,0,0,448

146,0,0,468

147,0,0,464

148,0,0,511

149,0,0,472

150,0,0,475

151,0,0,468

152,0,0,452

153,0,0,483

154,0,0,448

155,0,0,511

156,0,0,511

157,0,0,456

158,0,0,511

159,0,0,460

160,0,0,511

161,0,0,464

162,0,0,448

163,0,0,491

164,0,0,468

165,0,0,468

166,0,0,468

167,0,0,511

168,0,0,464

169,0,0,464

170,0,0,511

171,0,0,468

172,0,0,464

173,0,0,472

174,0,0,464

175,0,0,464

176,0,0,480

177,0,0,492

178,0,0,490

179,0,0,464

180,0,0,535

181,0,0,464

182,0,0,543

183,0,0,480

184,0,0,493

185,0,0,535

186,0,0,480

187,0,0,496

188,0,0,543

189,0,0,543

190,0,0,504

191,0,0,543

192,0,0,480

193,0,0,501

194,0,0,480

195,0,0,490

196,0,0,543

197,0,0,543

198,0,0,527

199,0,0,488

200,0,0,492

201,0,0,519

202,0,0,488

203,0,0,484

204,0,0,488

205,0,0,510

206,0,0,488

207,0,0,488

208,0,0,488

209,0,0,527

210,0,0,559

211,0,0,521

212,0,0,496

213,0,0,543

214,0,0,496

215,0,0,512

216,0,0,512

217,0,0,496

218,0,0,575

219,0,0,512

220,0,0,523

221,0,0,575

222,0,0,500

223,0,0,512

224,0,0,512

225,0,0,567

226,0,0,512

227,0,0,524

228,0,0,551

229,0,0,512

230,0,0,512

231,0,0,512

232,0,0,512

233,0,0,559

234,0,0,512

235,0,0,539

236,0,0,575

237,0,0,512

238,0,0,512

239,0,0,512

240,0,0,516

241,0,0,539

242,0,0,512

243,0,0,537

244,0,0,575

245,0,0,516

246,0,0,512

247,0,0,575

248,0,0,524

249,0,0,512

250,0,0,532

251,0,0,567

252,0,0,575

253,0,0,567

254,0,0,520

255,0,0,575

256,0,0,567

257,0,0,559

258,0,0,551

259,0,0,520

260,0,0,567

261,0,0,549

262,0,0,546

263,0,0,520

264,0,0,591

265,0,0,520

266,0,0,571

267,0,0,599

268,0,0,537

269,0,0,571

270,0,0,541

271,0,0,528

272,0,0,591

273,0,0,528

274,0,0,607

275,0,0,528

276,0,0,559

277,0,0,532

278,0,0,607

279,0,0,536

280,0,0,536

281,0,0,583

282,0,0,536

283,0,0,536

284,0,0,573

285,0,0,544

286,0,0,536

287,0,0,607

288,0,0,544

289,0,0,536

290,0,0,544

291,0,0,583

292,0,0,607

293,0,0,548

294,0,0,548

295,0,0,544

296,0,0,623

297,0,0,560

298,0,0,544

299,0,0,544

300,0,0,556

301,0,0,607

302,0,0,568

303,0,0,623

304,0,0,591

305,0,0,607

306,0,0,544

307,0,0,623

308,0,0,556

309,0,0,556

310,0,0,568

311,0,0,603

312,0,0,607

313,0,0,556

314,0,0,560

315,0,0,580

316,0,0,560

317,0,0,631

318,0,0,597

319,0,0,597

320,0,0,623

321,0,0,581

322,0,0,639

323,0,0,560

324,0,0,607

325,0,0,564

326,0,0,560

327,0,0,576

328,0,0,576

329,0,0,586

